VENDOR,DATE,SITEID,Transport Type,NOP,Count of >0.9,Util FEGE %,Max Ethernet Port Daily,BW,Priority,Suspect,TiketID,Update12feb,StatusUpdate08jan26,DateOpen,Aging,Status,Updatetanggal,closedby,Note,CapSiteSimpul,CapIntermediateLink,OtherPelurusanDataBW
HUAWEI,1/5/2026,STB258,Metro-E,BINJAI,12,26.83%,268.304.744,1000.0,P2,need check quality transport,STB25820260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB265,Metro-E,BINJAI,12,32.43%,32.425.492,1000.0,P2,need check quality transport,STB26520260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB275,Metro-E,BINJAI,15,25.19%,251.912.232,1000.0,P2,need check quality transport,STB27520260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB288,Telkomsel Radio IP,BINJAI,19,98.18%,196.351.392,200.0,P1,Capacity transport issue,STB28820260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB303,Metro-E,MEDAN,12,30.35%,303.499.768,1000.0,P2,need check quality transport,STB30320260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB304,Metro-E,BINJAI,12,32.37%,323.727.032,1000.0,P2,need check quality transport,STB30420260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB306,Telkomsel Radio IP,BINJAI,19,101.14%,202.277.104,200.0,P1,Capacity transport issue,STB30620260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB308,Telkomsel Radio IP,BINJAI,12,99.01%,198.014.184,200.0,P2,Capacity transport issue,STB30820260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB310,Metro-E,BINJAI,24,9.93%,99.300.496,1000.0,P1,need check quality transport,STB31020260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB316,Telkomsel Radio IP,BINJAI,15,65.10%,1.301.958,200.0,P2,monitoring,STB31620260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB317,Metro-E,BINJAI,16,22.00%,220.010.248,1000.0,P2,need check quality transport,STB31720260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB318,Metro-E,BINJAI,13,33.60%,3.359.528,1000.0,P2,need check quality transport,STB31820260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB319,Metro-E,BINJAI,13,20.79%,207.911.784,1000.0,P2,need check quality transport,STB31920260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB327,Leased Radio IP,BINJAI,23,100.02%,200.034.704,200.0,P1,Capacity transport issue,STB32720260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB339,Telkomsel Radio IP,BINJAI,16,51.14%,204.573.792,400.0,P2,need check quality transport,STB33920260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB342,Telkomsel Radio IP,BINJAI,17,95.46%,190.929.336,200.0,P2,Capacity transport issue,STB34220260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB344,Metro-E,BINJAI,16,32.38%,323.812.832,1000.0,P2,need check quality transport,STB34420260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB346,Telkomsel Radio IP,BINJAI,12,42.97%,171.862.936,400.0,P2,need check quality transport,STB34620260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB350,Metro-E,BINJAI,14,18.90%,18.899.636,1000.0,P2,need check quality transport,STB35020260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB357,Metro-E,BINJAI,15,23.19%,231.924.768,1000.0,P2,need check quality transport,STB35720260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB363,Telkomsel Radio IP,BINJAI,17,93.92%,18.784.948,200.0,P2,Capacity transport issue,STB36320260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB370,Telkomsel Radio IP,BINJAI,18,100.40%,20.080.284,200.0,P1,Capacity transport issue,STB37020260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB374,Telkomsel Radio IP,BINJAI,21,105.28%,210.550.696,200.0,P1,Capacity transport issue,STB37420260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB376,Leased Radio IP,BINJAI,15,52.30%,209.184.672,400.0,P2,need check quality transport,STB37620260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB379,Telkomsel Radio IP,BINJAI,16,52.26%,209.027.384,400.0,P2,need check quality transport,STB37920260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB421,Telkomsel Radio IP,BINJAI,20,98.61%,19.722.016,200.0,P1,Capacity transport issue,STB42120260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB594,Metro-E,BINJAI,14,38.94%,389.449.136,1000.0,P2,need check quality transport,STB59420260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB706,Metro-E,BINJAI,13,33.52%,335.172.384,1000.0,P2,need check quality transport,STB70620260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB807,Metro-E,BINJAI,14,45.15%,45.149.292,1000.0,P2,need check quality transport,STB80720260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB862,Metro-E,BINJAI,12,41.68%,41.683.384,1000.0,P2,need check quality transport,STB86220260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB891,Metro-E,BINJAI,16,29.37%,293.715.632,1000.0,P2,need check quality transport,STB89120260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB975,Leased Radio IP,BINJAI,23,52.12%,208.485.576,400.0,P1,need check quality transport,STB97520260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,TBT134,Telkomsel Radio IP,PEMATANG SIANTAR,18,94.07%,188.137.648,200.0,P1,Capacity transport issue,TBT13420260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,TBT155,Metro-E,PEMATANG SIANTAR,13,30.40%,303.975.128,1000.0,P2,need check quality transport,TBT15520260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,TBT177,Telkomsel Radio IP,PEMATANG SIANTAR,12,144.15%,288.302.696,200.0,P2,Capacity transport issue,TBT17720260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,TBT302,Metro-E,PEMATANG SIANTAR,12,29.25%,292.482.736,1000.0,P2,need check quality transport,TBT30220260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,TBT399,Metro-E,PEMATANG SIANTAR,12,21.29%,212.851.776,1000.0,P2,need check quality transport,TBT39920260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,TBT503,Metro-E,PEMATANG SIANTAR,16,40.59%,405.860.312,1000.0,P2,need check quality transport,TBT50320260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,TBT506,Telkomsel Radio IP,PEMATANG SIANTAR,14,77.71%,466.258.824,600.0,P2,monitoring,TBT50620260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,TBT511,Metro-E,PEMATANG SIANTAR,12,31.91%,319.089.368,1000.0,P2,need check quality transport,TBT51120260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,TBT512,Metro-E,PEMATANG SIANTAR,13,29.56%,295.612.704,1000.0,P2,need check quality transport,TBT51220260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,TBT530,Metro-E,PEMATANG SIANTAR,12,35.27%,35.265.608,1000.0,P2,need check quality transport,TBT53020260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,TBT876,Metro-E,PEMATANG SIANTAR,12,28.91%,289.142.496,1000.0,P2,need check quality transport,TBT87620260105,20260107,Closed,20260105,2,Closed,20260108,Yagamiee,Test jarinngan sudah normal,,,
HUAWEI,1/6/2026,TBT877,Metro-E,PEMATANG SIANTAR,12,28.91%,289.142.496,1000.0,P1,need check quality transport,TBT87720260106,20260108,ReOpen,1/6/2026,2,Open,20260108,,,,,
